id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
93,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,48,1,2,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Asteraceae,Leucanthemum vulgare,forb,dicot,perennial,shoot biomass,6,0.675000,0.173914,0.430000,0.017098,0.737000,0.013991,0.605000,0.011474,0.011064,0.000264,0.000060,0.000060,-0.221719,0.011327,0.043909,0.011124,0.125173,0.011447,
94,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,48,1,3,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Asteraceae,Leucanthemum vulgare,forb,dicot,perennial,shoot biomass,6,0.675000,0.173914,0.842000,0.025856,0.770000,0.006753,0.974000,0.005342,0.011064,0.000157,0.000013,0.000005,0.110086,0.011221,0.065744,0.011077,0.006943,0.011239,
95,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,49,2,1,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,6,0.778000,0.213106,0.632000,0.036007,0.962000,0.020114,1.034000,0.019430,0.012505,0.000541,0.000073,0.000059,-0.103546,0.013046,0.105747,0.012578,0.135549,0.013178,
96,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,49,2,2,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,6,0.778000,0.213106,0.912000,0.093712,1.102000,0.025102,1.343000,0.019171,0.012505,0.001760,0.000086,0.000034,0.079290,0.014265,0.172340,0.012591,0.018790,0.014385,
97,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,49,2,3,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,6,0.778000,0.213106,1.003000,0.061397,1.140000,0.020814,1.403000,0.026690,0.012505,0.000625,0.000056,0.000060,0.126334,0.013129,0.188738,0.012560,-0.022487,0.013245,
98,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,50,3,1,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,shoot biomass,6,0.719000,0.178813,0.661000,0.026640,0.791000,0.010936,0.829000,0.010353,0.010308,0.000271,0.000032,0.000026,-0.042029,0.010579,0.047682,0.010340,0.065070,0.010637,
99,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,50,3,2,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,shoot biomass,6,0.719000,0.178813,0.790000,0.050321,0.851000,0.015030,0.902000,0.010175,0.010308,0.000676,0.000052,0.000021,0.047051,0.010985,0.084076,0.010360,-0.017883,0.011058,
100,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,50,3,3,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,shoot biomass,6,0.719000,0.178813,1.031000,0.046515,0.830000,0.017254,0.912000,0.010640,0.010308,0.000339,0.000072,0.000023,0.178286,0.010648,0.071659,0.010380,-0.132905,0.010742,
101,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,51,4,1,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Festuca rubra,grass,monocot,perennial,shoot biomass,6,0.471000,0.213106,0.308000,0.012926,0.557000,0.008982,0.466000,0.006444,0.034119,0.000294,0.000043,0.000032,-0.209243,0.034413,0.083658,0.034162,0.120477,0.034488,
102,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,51,4,2,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Festuca rubra,grass,monocot,perennial,shoot biomass,6,0.471000,0.213106,0.376000,0.038316,0.676000,0.011745,0.611000,0.011921,0.034119,0.001731,0.000050,0.000063,-0.112161,0.035850,0.178727,0.034169,0.059368,0.035963,
103,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,51,4,3,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Poaceae,Festuca rubra,grass,monocot,perennial,shoot biomass,6,0.471000,0.213106,0.316000,0.018927,0.589000,0.008255,0.417000,0.003452,0.034119,0.000598,0.000033,0.000011,-0.196950,0.034717,0.111321,0.034152,0.026469,0.034761,
140,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,63,1,1,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Echinochloa crus-galli,grass,monocot,perennial,shoot biomass,5,0.264680,0.027910,0.166400,0.049220,0.313630,0.039590,0.196000,0.059791,0.002224,0.017499,0.003187,0.018612,-0.227986,0.019723,0.084643,0.005411,-0.002965,0.041521,
141,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,63,1,2,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Echinochloa crus-galli,grass,monocot,perennial,shoot biomass,5,0.264680,0.027910,0.183000,0.027410,0.313630,0.039590,0.204200,0.096805,0.002224,0.004487,0.003187,0.044948,-0.182452,0.006711,0.084643,0.005411,-0.029891,0.054846,
142,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,63,1,3,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Echinochloa crus-galli,grass,monocot,perennial,shoot biomass,5,0.264680,0.027910,0.134400,0.048260,0.313630,0.039590,0.193400,0.076526,0.002224,0.025787,0.003187,0.031314,-0.326451,0.028011,0.084643,0.005411,0.095345,0.062512,
143,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,63,1,4,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Echinochloa crus-galli,grass,monocot,perennial,shoot biomass,5,0.264680,0.027910,0.080200,0.025670,0.313630,0.039590,0.230600,0.056208,0.002224,0.020490,0.003187,0.011882,-0.534911,0.022713,0.084643,0.005411,0.399269,0.037783,
144,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,64,2,1,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,5,0.163780,0.011940,0.203600,0.047290,0.148400,0.017470,0.155000,0.058202,0.001063,0.010790,0.002772,0.028200,0.108389,0.011853,-0.049266,0.003835,-0.086261,0.042824,
145,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,64,2,2,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,5,0.163780,0.011940,0.140000,0.031460,0.148400,0.017470,0.164200,0.042588,0.001063,0.010099,0.002772,0.013454,-0.078280,0.011162,-0.049266,0.003835,0.128819,0.027388,
146,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,64,2,3,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,5,0.163780,0.011940,0.153200,0.053170,0.148400,0.017470,0.198400,0.049823,0.001063,0.024090,0.002772,0.012613,-0.033378,0.025153,-0.049266,0.003835,0.177822,0.040538,
147,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,64,2,4,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,5,0.163780,0.011940,0.116400,0.015450,0.148400,0.017470,0.146400,0.024866,0.001063,0.003524,0.002772,0.005770,-0.169106,0.004587,-0.049266,0.003835,0.163422,0.013128,
148,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,65,3,1,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus mollis,grass,monocot,perennial,shoot biomass,5,0.147050,0.012650,0.171000,0.066110,0.169780,0.031500,0.130200,0.049897,0.001480,0.029893,0.006885,0.029374,0.075303,0.031373,0.071742,0.008365,-0.207200,0.067631,
149,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,65,3,2,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus mollis,grass,monocot,perennial,shoot biomass,5,0.147050,0.012650,0.148200,0.060350,0.169780,0.031500,0.153000,0.074030,0.001480,0.033166,0.006885,0.046823,0.003895,0.034646,0.071742,0.008365,-0.055806,0.088354,
150,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,65,3,3,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus mollis,grass,monocot,perennial,shoot biomass,5,0.147050,0.012650,0.203200,0.086850,0.169780,0.031500,0.176200,0.055287,0.001480,0.036536,0.006885,0.019691,0.160314,0.038016,0.071742,0.008365,-0.142907,0.064592,
151,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,65,3,4,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Holcus mollis,grass,monocot,perennial,shoot biomass,5,0.147050,0.012650,0.211400,0.111970,0.169780,0.031500,0.282600,0.141730,0.001480,0.056108,0.006885,0.050305,0.179523,0.057588,0.071742,0.008365,0.072388,0.114777,
152,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,66,4,1,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Lolium perenne,grass,monocot,perennial,shoot biomass,5,0.128650,0.014140,0.159400,0.046890,0.129230,0.019390,0.163000,0.050971,0.002416,0.017307,0.004503,0.019557,0.106752,0.019723,0.002249,0.006919,0.008917,0.043782,
153,"Jing, J., Bezemer, T.M., & van der Putten, W.H. (2015a). Complementarity and selection effects in early and mid-successional plant communities are differentially affected by plant-soil feedback. J. Ecol., 103, 641–647.",10.1111/1365-2745.12388,gh,52.0622808,5.7613418,66,4,2,competition,own_foreign,con_hetero,planted focal species in inoculum of random old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,10,Poaceae,Lolium perenne,grass,monocot,perennial,shoot biomass,5,0.128650,0.014140,0.165000,0.042860,0.129230,0.019390,0.181400,0.046597,0.002416,0.013495,0.004503,0.013197,0.123787,0.015911,0.002249,0.006919,0.045095,0.033610,
